#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000739575.1	PRJNA224116	SAMD00018744	BBJO00000000.1	representative genome	1448860	1448860	Halobellus rufus	strain=CBA1103		latest	Contig	Major	Full	2014/07/31	ASM73957v1	Korea Basic Science Institute	GCA_000739575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/575/GCF_000739575.1_ASM73957v1		assembly from type material
GCF_000755225.1	PRJNA224116	SAMD00019894	BBMO00000000.1	representative genome	1457250	1457250	Halapricum salinum	strain=CBA1105		latest	Contig	Major	Full	2014/09/11	ASM75522v1	Korea Basic Science Institute	GCA_000755225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/225/GCF_000755225.1_ASM75522v1		assembly from type material
GCF_001282785.1	PRJNA224116	SAMEA3451356	CVUA00000000.1	representative genome	1480675	1480675	Halolamina sediminis	strain=halo7		latest	Contig	Major	Full	2015/08/17	halo7	JEJU NATIONAL UNIVERSITY	GCA_001282785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/282/785/GCF_001282785.1_halo7		
GCF_001886615.1	PRJNA224116	SAMN06019500		na	1480675	1480675	Halolamina sediminis	strain=Hb3		latest	Complete Genome	Major	Full	2016/11/28	ASM188661v1	Jeju National University	GCA_001886615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/615/GCF_001886615.1_ASM188661v1		
GCF_000813245.1	PRJNA224116	SAMN03274240		representative genome	697581	1483572	Thermofilum carboxyditrophus 1505	strain=1505		latest	Complete Genome	Major	Full	2015/01/02	ASM81324v1	Centre Bioengineering RAS	GCA_000813245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/813/245/GCF_000813245.1_ASM81324v1		
GCF_000979415.1	PRJNA224116	SAMN02708988	JJOW00000000.1	na	1483596	1483596	Methanosarcina sp. 2.H.T.1A.15	strain=2.H.T.1A.15		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/415/GCF_000979415.1_gtlEnvA5udCFS		
GCF_000979425.1	PRJNA224116	SAMN02708989	JJOX00000000.1	na	1483597	1483597	Methanosarcina sp. 2.H.T.1A.3	strain=2.H.T.1A.3		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/425/GCF_000979425.1_gtlEnvA5udCFS		
GCF_000979475.1	PRJNA224116	SAMN02708990	JJOZ00000000.1	na	1483598	1483598	Methanosarcina sp. 2.H.T.1A.8	strain=2.H.T.1A.8		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/475/GCF_000979475.1_gtlEnvA5udCFS		
GCF_000979455.1	PRJNA224116	SAMN02708991	JJOY00000000.1	representative genome	1483599	1483599	Methanosarcina sp. 2.H.T.1A.6	strain=2.H.T.1A.6		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/455/GCF_000979455.1_gtlEnvA5udCFS		
GCF_000979385.1	PRJNA224116	SAMN02708992	JJOV00000000.1	na	1483600	1483600	Methanosarcina sp. 2.H.A.1B.4	strain=2.H.A.1B.4		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/385/GCF_000979385.1_gtlEnvA5udCFS		
GCF_000979975.1	PRJNA224116	SAMN02708993	JJQL00000000.1	na	1483601	1483601	Methanosarcina sp. 1.H.A.2.2	strain=1.H.A.2.2		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/975/GCF_000979975.1_gtlEnvA5udCFS		
GCF_000979295.1	PRJNA224116	SAMN02708994	JJQY00000000.1	na	1483602	1483602	Methanosarcina sp. 1.H.T.1A.1	strain=1.H.T.1A.1		latest	Scaffold	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCA_000979295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/295/GCF_000979295.1_gtlEnvA5udCFS		
GCF_000691505.1	PRJNA224116	SAMN02739884	JMIP00000000.2	na	1495067	1495067	Halostagnicola sp. A56	strain=A56		latest	Contig	Major	Full	2015/07/07	ASM69150v2	Agharkar Research Institute	GCA_000691505.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/505/GCF_000691505.1_ASM69150v2		
GCF_001560915.1	PRJNA224116	SAMN03976563		na	1495144	1495144	methanogenic archaeon ISO4-H5	strain=ISO4-H5		latest	Complete Genome	Major	Full	2016/02/12	ASM156091v1	AgResearch Ltd.	GCA_001560915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/915/GCF_001560915.1_ASM156091v1		
GCF_000691865.1	PRJNA224116	SAMN02738432	JMIO00000000.1	na	1495314	1495314	Methanoculleus sp. MH98A	strain=MH98A		latest	Contig	Major	Full	2014/05/15	MethMaris1.0	Agharkar Research Institute	GCA_000691865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/865/GCF_000691865.1_MethMaris1.0		
GCF_000744455.1	PRJNA224116	SAMN02745846	JQLY00000000.1	representative genome	1495336	1495336	Methanobacterium sp. SMA-27	strain=SMA-27		latest	Contig	Major	Full	2014/08/28	ASM74445v1	DOE Joint Genome Institute	GCA_000744455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/744/455/GCF_000744455.1_ASM74445v1		
GCF_000746205.1	PRJNA224116	SAMN02787129	JQKV00000000.1	representative genome	1498500	1498500	Halorubrum sp. BV1	strain=BV1		latest	Scaffold	Major	Full	2014/08/28	ASM74620v1	DOE Joint Genome Institute	GCA_000746205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/205/GCF_000746205.1_ASM74620v1		
GCF_000769655.1	PRJNA224116	SAMN02838508		representative genome	1505907	1505907	Thermococcus eurythermalis	strain=A501		latest	Complete Genome	Major	Full	2014/10/28	ASM76965v1	Laboratory of Marine Oceanography	GCA_000769655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/769/655/GCF_000769655.1_ASM76965v1		assembly from type material
GCF_000730175.1	PRJNA224116	SAMN02850979	JPES00000000.1	na	1508454	1508454	Haloferax sp. ATB1	strain=ATB1		latest	Contig	Major	Full	2014/07/17	ASM73017v1	Rede Paraense de Genômica e Proteômica	GCA_000730175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/175/GCF_000730175.1_ASM73017v1		
GCF_001469955.1	PRJNA224116	SAMN04318426	LOPU00000000.1	na	1514971	1514971	Haloprofundus marisrubri	strain=SB9		latest	Contig	Major	Full	2015/12/18	ASM146995v1	Red Sea Research Center, Saudi Arabia	GCA_001469955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/469/955/GCF_001469955.1_ASM146995v1		assembly from type material
GCF_001482285.1	PRJNA224116	SAMN04018175	LOEP00000000.1	na	1526048	1526048	Haloferax sp. Q22	strain=Q22		latest	Scaffold	Major	Full	2015/12/23	ASM148228v1	Institute of   Microbiology, Chinese Academy of Sciences	GCA_001482285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/482/285/GCF_001482285.1_ASM148228v1		
GCF_001469865.1	PRJNA224116	SAMN04318427	LOPV00000000.1	representative genome	1544718	1544718	Haloferax sp. SB29	strain=SB29		latest	Contig	Major	Full	2015/12/18	ASM146986v1	Red Sea Research Center, Saudi Arabia	GCA_001469865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/469/865/GCF_001469865.1_ASM146986v1		
GCF_001469875.1	PRJNA224116	SAMN04318428	LOPW00000000.1	na	1544719	1544719	Haloferax sp. SB3	strain=SB3		latest	Contig	Major	Full	2015/12/18	ASM146987v1	Red Sea Research Center, Saudi Arabia	GCA_001469875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/469/875/GCF_001469875.1_ASM146987v1		
GCF_000993805.1	PRJNA224116	SAMN03083278		representative genome	1550241	1550241	Thermofilum uzonense	strain=1807-2		latest	Complete Genome	Major	Full	2015/05/07	ASM99380v1	Immanuel Kant Baltic Federal University	GCA_000993805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/993/805/GCF_000993805.1_ASM99380v1		
GCF_001017125.1	PRJNA224116	SAMN03288802	JXOJ00000000.1	representative genome	1550566	1550566	Methanoculleus sediminis	strain=S3Fa		latest	Scaffold	Major	Full	2015/06/01	ASM101712v1	National Chung Hsing University	GCA_001017125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/017/125/GCF_001017125.1_ASM101712v1		assembly from type material
GCF_001729965.1	PRJNA224116	SAMN03108761	JRWK00000000.1	na	1561964	1561964	Methanosphaera sp. WGK6	strain=WGK6		latest	Contig	Major	Full	2016/09/16	ASM172996v1	University of Queensland	GCA_001729965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/965/GCF_001729965.1_ASM172996v1		
GCF_000800805.1	PRJNA224116	SAMN03224143		representative genome	1577791	1577791	Candidatus Methanoplasma termitum	strain=MpT1		latest	Complete Genome	Major	Full	2014/12/11	ASM80080v1	Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory	GCA_000800805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/805/GCF_000800805.1_ASM80080v1		assembly from type material
GCF_000956175.1	PRJNA224116	SAMN03253153		representative genome	1580092	1580092	Candidatus Nitrosopumilus adriaticus	strain=NF5		latest	Complete Genome	Major	Full	2015/03/19	ASM95617v1	University of Vienna	GCA_000956175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/956/175/GCF_000956175.1_ASM95617v1		
GCF_001317345.1	PRJNA224116	SAMN03274361	JXCG00000000.1	representative genome	1591054	1591054	Thermococcus sp. EP1	strain=EP1		latest	Contig	Major	Full	2015/10/16	ASM131734v1	Third Institute of Oceanography, State Oceanic Administration	GCA_001317345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/317/345/GCF_001317345.1_ASM131734v1		
GCF_000827835.1	PRJNA224116	SAMN03278120		na	1592728	1592728	Haloarcula sp. CBA1115	strain=CBA1115	CBA1115	latest	Complete Genome	Major	Full	2015/01/23	ASM82783v1	Kyung Hee University	GCA_000827835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/827/835/GCF_000827835.1_ASM82783v1		
GCF_000955905.1	PRJNA224116	SAMN03286947		representative genome	1603555	1603555	Candidatus Nitrosotenuis cloacae	strain=SAT1		latest	Complete Genome	Major	Full	2015/04/20	ASM95590v3	Tsinghua University	GCA_000955905.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/905/GCF_000955905.1_ASM95590v3		
GCF_001011115.1	PRJNA224116	SAMN02899090		na	1604004	1604004	Halanaeroarchaeum sulfurireducens	strain=HSR2		latest	Complete Genome	Major	Full	2015/05/21	ASM101111v1	C.N.R. - Institute for Coastal Marine Environment (IAMC)	GCA_001011115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/011/115/GCF_001011115.1_ASM101111v1		assembly from type material
GCF_001305655.1	PRJNA224116	SAMN03701450		representative genome	1604004	1604004	Halanaeroarchaeum sulfurireducens	strain=M27-SA2		latest	Complete Genome	Major	Full	2015/10/02	ASM130565v1	C.N.R. - Institute for Coastal Marine Environment (IAMC)	GCA_001305655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/305/655/GCF_001305655.1_ASM130565v1		
GCF_001577775.1	PRJNA224116	SAMN03323778		na	1609559	1609559	Pyrococcus kukulkanii	strain=NCB100		latest	Complete Genome	Major	Full	2016/02/29	ASM157777v1	Ecole Normale Superieure de Lyon	GCA_001577775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/577/775/GCF_001577775.1_ASM157777v1		assembly from type material
GCF_001548675.1	PRJNA224116	SAMN03295748		na	1609968	1609968	Methanobrevibacter sp. YE315	strain=YE315		latest	Complete Genome	Major	Full	2016/02/04	ASM154867v1	Queensland Government	GCA_001548675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/675/GCF_001548675.1_ASM154867v1		
GCF_001647155.1	PRJNA224116	SAMN04390187	LRHL00000000.1	na	1622207	1622207	Haloarcula sp. K1	strain=K1		latest	Scaffold	Major	Full	2016/04/30	ASM164715v1	Institute of Microbial Technology	GCA_001647155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/155/GCF_001647155.1_ASM164715v1		
GCF_001663375.1	PRJNA224116	SAMN03580834	LCTF00000000.1	na	1650354	1650354	Caldivirga sp. MU80	strain=MU80		latest	Contig	Major	Full	2016/06/15	ASM166337v1	University of Cincinnati	GCA_001663375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/375/GCF_001663375.1_ASM166337v1		
GCF_002077075.1	PRJNA224116	SAMN03580358	LCWM00000000.1	na	1650659	1650659	Thermoproteus sp. CP80	strain=CP80		latest	Contig	Major	Full	2017/04/03	ASM207707v1	University of Cincinnati	GCA_002077075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/077/075/GCF_002077075.1_ASM207707v1		
GCF_002078205.1	PRJNA224116	SAMN03580359	LCWN00000000.1	na	1650660	1650660	Vulcanisaeta sp. EB80	strain=EB80		latest	Scaffold	Major	Full	2017/04/03	ASM207820v1	University of Cincinnati	GCA_002078205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/205/GCF_002078205.1_ASM207820v1		
GCF_900090055.1	PRJNA224116	SAMEA3719624		na	1673428	1673428	Cuniculiplasma divulgatum	strain=PM4 (=JCM 30641; =VKM B-2940)		latest	Complete Genome	Major	Full	2017/01/31	C.divulgatum PM4	Immanuel Kant Baltic Federal University	GCA_900090055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/090/055/GCF_900090055.1_C.divulgatum_PM4		
GCF_001484685.1	PRJNA224116	SAMN03892931		na	1674923	1674923	Thermococcus sp. 2319x1	strain=2319x1		latest	Complete Genome	Major	Full	2016/01/04	ASM148468v1	Hotzyme	GCA_001484685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/484/685/GCF_001484685.1_ASM148468v1		
GCF_001625445.1	PRJNA224116	SAMN04592497	LWHG00000000.1	na	1679489	1679489	Haladaptatus sp. R4	strain=R4		latest	Contig	Major	Full	2016/04/21	ASM162544v1	The University of Burdwan	GCA_001625445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/625/445/GCF_001625445.1_ASM162544v1		
GCF_001280425.1	PRJNA224116	SAMN04007144	LIUF00000000.1	na	1705562	1705562	Haloarcula rubripromontorii	strain=SL3		latest	Contig	Major	Full	2015/09/09	ASM128042v1	UPR- Mayaguez	GCA_001280425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/425/GCF_001280425.1_ASM128042v1		
GCF_001462205.1	PRJNA224116	SAMN04018174	LKIR00000000.1	representative genome	1708091	1708091	Halopenitus sp. DYS4	strain=DYS4		latest	Scaffold	Major	Full	2015/12/08	HalopeDYS1.0	Institute of Microbiology, Chinese Academy of Sciences	GCA_001462205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/462/205/GCF_001462205.1_HalopeDYS1.0		
GCF_001647085.1	PRJNA224116	SAMN04915575		na	1712654	1712654	Thermococcus piezophilus	strain=CDGS		latest	Complete Genome	Major	Full	2016/05/18	ASM164708v1	Institut National des Sciences Appliquees de Lyon	GCA_001647085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/085/GCF_001647085.1_ASM164708v1		assembly from type material
GCF_001304615.1	PRJNA224116	SAMN04074913	LKAZ00000000.1	representative genome	1715806	1715806	Methanosarcina flavescens	strain=E03.2		latest	Contig	Major	Full	2015/09/30	ASM130461v1	BioPara	GCA_001304615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/304/615/GCF_001304615.1_ASM130461v1		assembly from type material
GCF_001542905.1	PRJNA224116	SAMN04278861	LOAJ00000000.1	na	1758255	1758255	Halorubrum sp. SAH-A6	strain=SAH-A6		latest	Contig	Major	Full	2016/01/29	ASM154290v1	Silla university	GCA_001542905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/905/GCF_001542905.1_ASM154290v1		
GCF_001485575.1	PRJNA224116	SAMD00043971	BCNB00000000.1	na	1765055	1765055	Haloarcula sp. CBA1127	strain=CBA1127		latest	Contig	Major	Full	2015/12/19	ASM148557v1	Korea Basic Science Institute	GCA_001485575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/485/575/GCF_001485575.1_ASM148557v1		
GCF_001485555.1	PRJNA224116	SAMD00043970	BCNA00000000.1	na	1765056	1765056	Haloarcula sp. CBA1128	strain=CBA1128		latest	Contig	Major	Full	2015/12/23	ASM148555v1	Korea Basic Science Institute	GCA_001485555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/485/555/GCF_001485555.1_ASM148555v1		
GCF_001485535.1	PRJNA224116	SAMD00043969	BCMZ00000000.1	na	1765057	1765057	Halobacterium sp. CBA1132	strain=CBA1132		latest	Contig	Major	Full	2015/12/19	ASM148553v1	Korea Basic Science Institute	GCA_001485535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/485/535/GCF_001485535.1_ASM148553v1		
GCF_001280455.1	PRJNA224116	SAMN04009067	LIST00000000.1	na	1765655	1765655	Halorubrum tropicale	strain=5		latest	Contig	Major	Full	2015/09/09	ASM128045v1	UPR- Mayaguez	GCA_001280455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/455/GCF_001280455.1_ASM128045v1		
GCF_001481295.1	PRJNA224116	SAMN04326629	LOPS00000000.1	representative genome	1769296	1769296	Candidatus Methanomethylophilus sp. 1R26	strain=1R26		latest	Contig	Major	Full	2015/12/22	ASM148129v1	Aarhus University	GCA_001481295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/481/295/GCF_001481295.1_ASM148129v1		
GCF_001541925.1	PRJNA224116	SAMN04386402	LQMW00000000.1	na	1776294	1776294	Nitrosopumilus sp. Nsub	strain=Nsub		latest	Contig	Major	Full	2016/01/27	ASM154192v1	Hong Kong University of Science and Technology	GCA_001541925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/541/925/GCF_001541925.1_ASM154192v1		
GCF_002025255.1	PRJNA224116	SAMN06480072	MWUK00000000.1	na	1853690	1853690	Halolamina sp. CBA1230	strain=CBA1230		latest	Contig	Major	Full	2017/03/13	ASM202525v1	Korea Basic Science Institute	GCA_002025255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/255/GCF_002025255.1_ASM202525v1		
GCF_001729375.1	PRJNA224116	SAMN05219188	LZPK00000000.1	na	1860098	1860098	Methanosarcina sp. A14	strain=A14		latest	Contig	Major	Full	2016/09/16	ASM172937v1	Australian Centre for Ecogenomics, The University of Queensland	GCA_001729375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/375/GCF_001729375.1_ASM172937v1		
GCF_001729385.1	PRJNA224116	SAMN05224565	LZPL00000000.1	na	1860099	1860099	Methanobrevibacter sp. A27	strain=A27		latest	Contig	Major	Full	2016/09/16	ASM172938v1	Australian Centre for Ecogenomics, The University of Queensland	GCA_001729385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/385/GCF_001729385.1_ASM172938v1		
GCF_001729285.1	PRJNA224116	SAMN05224566	LZPM00000000.1	na	1860100	1860100	Methanobacterium sp. A39	strain=A39		latest	Contig	Major	Full	2016/09/16	ASM172928v1	Australian Centre for Ecogenomics, The University of Queensland	GCA_001729285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/285/GCF_001729285.1_ASM172928v1		
GCF_001729455.1	PRJNA224116	SAMN05231871	MAIE00000000.1	na	1860156	1860156	Methanobrevibacter sp. A54	strain=A54		latest	Contig	Major	Full	2016/09/16	ASM172945v1	Australian Centre for Ecogenomics, The University of Queensland	GCA_001729455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/455/GCF_001729455.1_ASM172945v1		
GCF_001729395.1	PRJNA224116	SAMN05231872	MAIF00000000.1	na	1860157	1860157	Methanosphaera sp. A6	strain=A6		latest	Contig	Major	Full	2016/09/16	ASM172939v1	Australian Centre for Ecogenomics, The University of Queensland	GCA_001729395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/395/GCF_001729395.1_ASM172939v1		
GCF_001861355.1	PRJNA224116	SAMN05328039	MASN00000000.1	na	1869245	1869245	Natrialba sp. SSL1	strain=SSL1		latest	Contig	Major	Full	2016/11/02	ASM186135v1	M. G. Science Institute	GCA_001861355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/861/355/GCF_001861355.1_ASM186135v1		
GCF_001767315.1	PRJNA224116	SAMN05185403		na	1873524	1873524	Halodesulfurarchaeum formicicum	strain=HTSR1		latest	Complete Genome	Major	Full	2016/10/18	ASM176731v1	C.N.R. - Institute for Coastal Marine Environment (IAMC)	GCA_001767315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/767/315/GCF_001767315.1_ASM176731v1		
GCF_001886955.1	PRJNA224116	SAMN05363636		na	1873524	1873524	Halodesulfurarchaeum formicicum	strain=HSR6		latest	Complete Genome	Major	Full	2016/11/28	ASM188695v1	Immanuel Kant Baltic Federal University	GCA_001886955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/955/GCF_001886955.1_ASM188695v1		
GCF_001719125.1	PRJNA224116	SAMN05582949		na	1891280	1891280	Sulfolobus sp. A20	strain=A20		latest	Complete Genome	Major	Full	2016/09/06	ASM171912v1	Institute of Microbiology, Chinese Academy of Sciences	GCA_001719125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/719/125/GCF_001719125.1_ASM171912v1		
GCF_001723155.1	PRJNA224116	SAMN05725119	MEIH00000000.1	na	1897478	1897478	Haladaptatus sp. W1	strain=W1		latest	Contig	Major	Full	2016/09/12	ASM172315v1	University of Essex	GCA_001723155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/155/GCF_001723155.1_ASM172315v1		
GCF_001950595.1	PRJNA224116	SAMD00064366	BDJH00000000.1	na	1906246	1906246	Natronomonas sp. CBA1134	strain=CBA1134		latest	Contig	Major	Full	2016/12/06	ASM195059v1	Korea Basic Science Institute	GCA_001950595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/950/595/GCF_001950595.1_ASM195059v1		
